smiles,wxid,subset,reagent_id
NC(=O)c1cccc(C(=O)O)c1,SD1816,SD,SD1816_SD
CC(C)c1cc(Br)cc(C(=O)O)c1,SD1832,SD,SD1832_SD
O=C(O)c1c(F)cc(Br)cc1Cl,SD1833,SD,SD1833_SD
Cc1ccc(C(=O)O)c(I)c1,SD1846,SD,SD1846_SD
COc1cc(C(=O)O)cc(F)c1F,SD1849,SD,SD1849_SD
COc1cc(C(=O)O)ccc1CO,SD1862,SD,SD1862_SD
Cc1c(Br)ccc(F)c1C(=O)O,SD1864,SD,SD1864_SD
O=C(O)c1ccc(F)c(F)c1Cl,SD1873,SD,SD1873_SD
O=C(O)c1cc(F)cc(F)c1Cl,SD1874,SD,SD1874_SD
COc1cc(Br)cc(C(=O)O)c1OC,SD1880,SD,SD1880_SD
O=C(O)c1cc(Br)cc(F)c1O,SD1881,SD,SD1881_SD
O=C(O)c1ccc(Oc2ccc(F)cc2)cc1,SD1887,SD,SD1887_SD
Cc1c(F)cc(C(=O)O)cc1F,SD1888,SD,SD1888_SD
COc1ccc(Br)c(C(=O)O)c1F,SD1890,SD,SD1890_SD
O=C(Nc1ccc(C(=O)O)cc1)OCc1ccccc1,SD1903,SD,SD1903_SD
Cc1cc(I)c(C(=O)O)cc1C,SD1905,SD,SD1905_SD
COc1ccc(C(=O)O)cc1O,SD1912,SD,SD1912_SD
Cc1cc(Br)cc(Cl)c1C(=O)O,SD1917,SD,SD1917_SD
O=C(O)c1ccc(Br)c(Cl)c1Cl,SD1918,SD,SD1918_SD
Cc1cc(Cl)c(Cl)cc1C(=O)O,SD1924,SD,SD1924_SD
O=C(O)c1cc(S(=O)(=O)O)ccc1O,SD1926,SD,SD1926_SD
COC(=O)c1ccc(C(=O)O)c([N+](=O)[O-])c1,SD1927,SD,SD1927_SD
CC(C)Oc1ccc(C(=O)O)cc1F,SD1936,SD,SD1936_SD
O=C(O)c1c(Br)cc(F)c(Cl)c1F,SD1937,SD,SD1937_SD
O=C(O)c1ccc(OC(F)(F)F)cc1Br,SD1945,SD,SD1945_SD
Cc1ccc(Br)c(C(=O)O)c1F,SD1948,SD,SD1948_SD
COc1ccc(O)cc1C(=O)O,SD1962,SD,SD1962_SD
O=C(O)c1cc(Br)cc(Cl)c1F,SD1966,SD,SD1966_SD
Cc1cc(F)c(C(=O)O)cc1Br,SD1969,SD,SD1969_SD
CSc1ccc(C(=O)O)c(C)c1,SD1986,SD,SD1986_SD
O=C(O)c1c(F)ccc(OCc2ccccc2)c1F,SD1998,SD,SD1998_SD
CC(=O)Nc1ccc(Br)cc1C(=O)O,SD2013,SD,SD2013_SD
Cc1ccc(F)c(C(=O)O)c1Br,SD2039,SD,SD2039_SD
O=C(O)c1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1,SD2053,SD,SD2053_SD
O=C(O)c1cccc(C(F)F)c1,SD2064,SD,SD2064_SD
Cc1cc(F)c(C(=O)O)c(Br)c1,SD2115,SD,SD2115_SD
Cc1c(Cl)ccc(C(=O)O)c1F,SD2116,SD,SD2116_SD
C[Si](C)(C)c1ccc(C(=O)O)cc1,SD2131,SD,SD2131_SD
COc1cc(C(=O)O)cc([N+](=O)[O-])c1OC,SD2135,SD,SD2135_SD
O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,SD2141,SD,SD2141_SD
CC(C)(C)c1cc(C(=O)O)ccc1O,SD2143,SD,SD2143_SD
COc1cc(C(=O)O)ccc1OC(C)=O,SD2146,SD,SD2146_SD
O=C(O)c1ccc(OCCO)cc1,SD2149,SD,SD2149_SD
O=C(O)c1cccc(-c2cccc(Br)c2)c1,SD2174,SD,SD2174_SD
CCCCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1,SD2179,SD,SD2179_SD
O=C(O)c1ccc(O)c(I)c1,SD2189,SD,SD2189_SD
O=C(O)c1ccc(-c2ccccc2F)cc1,SD2196,SD,SD2196_SD
O=C(O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,SD2218,SD,SD2218_SD
O=C(O)c1ccc(NC(=O)c2ccco2)cc1,SD2219,SD,SD2219_SD
O=C(O)c1ccc(S(=O)(=O)C(F)F)cc1,SD2221,SD,SD2221_SD
CC(=O)OCc1ccc(C(=O)O)cc1,SD2242,SD,SD2242_SD
NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1F,SD2245,SD,SD2245_SD
COc1cc(C)c(C(=O)O)cc1C,SD2253,SD,SD2253_SD
O=C(O)c1ccc(Oc2ccc(Br)cc2)cc1,SD2255,SD,SD2255_SD
Cc1ccc(Oc2ccc(C(=O)O)cc2)cc1,SD2258,SD,SD2258_SD
O=C(O)c1ccc(Oc2ccc(Cl)cc2)cc1,SD2272,SD,SD2272_SD
Cc1c(Br)cc(C(=O)O)cc1[N+](=O)[O-],SD2283,SD,SD2283_SD
NS(=O)(=O)c1ccc(F)c(C(=O)O)c1,SD2449,SD,SD2449_SD
O=C(O)c1cc(Cl)cc(OC(F)(F)F)c1,SD2479,SD,SD2479_SD
O=C(O)c1ccc(-c2cn[nH]c2)cc1,SD2509,SD,SD2509_SD
O=C(O)c1cccc(I)c1Cl,SD2528,SD,SD2528_SD
O=C(O)c1cc(I)ccc1[N+](=O)[O-],SD2538,SD,SD2538_SD
O=C(O)c1ccc(C(F)F)cc1,SD2539,SD,SD2539_SD
O=C(O)c1ccc(-c2cccc(Br)c2)cc1,SD2555,SD,SD2555_SD
O=C(O)c1cccc(CCO)c1,SD2563,SD,SD2563_SD
COc1cc(C(=O)O)cc(C(F)(F)F)c1,SD2564,SD,SD2564_SD
O=C(O)c1cc(-c2ccccc2)ccc1F,SD2574,SD,SD2574_SD
CC(C)(C)c1ccccc1C(=O)O,SD2592,SD,SD2592_SD
Cc1cc(Br)c(C(=O)O)cc1F,SD2596,SD,SD2596_SD
CCOc1ccc(C(=O)O)cc1C#N,SD2598,SD,SD2598_SD
COc1cc(C(=O)O)ccc1I,SD2600,SD,SD2600_SD
O=C(O)c1ccc(I)cc1[N+](=O)[O-],SD2616,SD,SD2616_SD
O=C(O)c1c(Br)cc(F)c(F)c1F,SD2618,SD,SD2618_SD
COc1c(Br)cc(C(=O)O)cc1[N+](=O)[O-],SD2621,SD,SD2621_SD
CCOc1cccc(C(=O)O)c1F,SD2631,SD,SD2631_SD
COc1c(C(=O)O)cccc1[N+](=O)[O-],SD2636,SD,SD2636_SD
CNC(=O)c1ccc(C(=O)O)cc1,SD2639,SD,SD2639_SD
CS(=O)(=O)c1ccc(F)c(C(=O)O)c1,SD2645,SD,SD2645_SD
N#Cc1cc(F)ccc1C(=O)O,SD2646,SD,SD2646_SD
CC(C)c1ccc(C(=O)O)cc1Br,SD2649,SD,SD2649_SD
O=C(O)c1cc(Br)cc([N+](=O)[O-])c1F,SD2718,SD,SD2718_SD
O=C(O)c1ccc(-c2ccc(F)cc2)cc1F,SD2740,SD,SD2740_SD
O=C(O)c1cc(Cl)cc(F)c1Cl,SD2768,SD,SD2768_SD
Cc1cc(C#N)ccc1C(=O)O,SD2784,SD,SD2784_SD
O=C(O)c1ccc(O)c(OCC2CC2)c1,SD2896,SD,SD2896_SD
Cc1cc(F)c(Br)cc1C(=O)O,SD3278,SD,SD3278_SD
O=C(O)c1cc(I)c(F)cc1Cl,SD3280,SD,SD3280_SD
COc1cc(OC)c(F)c(C(=O)O)c1F,SD3286,SD,SD3286_SD
COc1cc(C(=O)O)c(C)cc1[N+](=O)[O-],SD3297,SD,SD3297_SD
O=C(O)c1ccc([N+](=O)[O-])c(F)c1F,SD3304,SD,SD3304_SD
O=C(O)c1cccc(S(=O)(=O)F)c1,SD3347,SD,SD3347_SD
O=C(O)c1ccc(S(=O)(=O)F)cc1,SD3349,SD,SD3349_SD
O=CNc1ccc(C(=O)O)cc1,SD3355,SD,SD3355_SD
O=C(O)c1ccccc1C(=O)c1ccc(Cl)c(Cl)c1,SD3394,SD,SD3394_SD
Cc1cc(C(=O)O)cc(C)c1F,SD3402,SD,SD3402_SD
O=C(O)c1cc([N+](=O)[O-])ccc1N1CCOCC1,SD3408,SD,SD3408_SD
O=C(O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,SD3446,SD,SD3446_SD
CC(=O)Nc1ccc(O)c(C(=O)O)c1,SD3448,SD,SD3448_SD
Cc1ccc(C(=O)O)cc1NC(=O)c1ccccc1,SD3480,SD,SD3480_SD
Cc1cc(Br)c(F)c(C(=O)O)c1,SD3529,SD,SD3529_SD
O=C(O)c1cc(Cl)cc(Cl)c1[N+](=O)[O-],SD3589,SD,SD3589_SD
CC(C)(C)NS(=O)(=O)c1ccc(C(=O)O)cc1,SD3833,SD,SD3833_SD
O=C(O)c1ccc(-n2cnnc2)cc1,SD4570,SD,SD4570_SD
Cc1ccc(Br)c(C)c1C(=O)O,SD4882,SD,SD4882_SD
O=C(O)c1cccc(N2CCCS2(=O)=O)c1,SD4884,SD,SD4884_SD
CN(C)S(=O)(=O)c1ccccc1C(=O)O,SD4935,SD,SD4935_SD
O=C(O)c1cc(Br)cc([N+](=O)[O-])c1Cl,SD5279,SD,SD5279_SD
CC(C)(C#N)c1ccc(C(=O)O)cc1,SD5336,SD,SD5336_SD
CC(=O)Nc1cc(C(=O)O)cc(C(F)(F)F)c1,SD5365,SD,SD5365_SD
N#Cc1ccc(C(=O)O)cc1Cl,SD5616,SD,SD5616_SD
COC(=O)Cc1ccc(C(=O)O)cc1,SD5630,SD,SD5630_SD
Cc1c(C(=O)O)ccc(Br)c1F,SD5638,SD,SD5638_SD
O=C(O)c1ccc(-n2ccnn2)cc1,SD5699,SD,SD5699_SD
Cc1c(Br)ccc(C(=O)O)c1F,SD5765,SD,SD5765_SD
Cc1ccc(C(=O)O)c(C)c1Br,SD5793,SD,SD5793_SD
Cc1cc(C)c(C(=O)O)cc1Br,SD5839,SD,SD5839_SD
Cc1cc(Br)cc(C(=O)O)c1C,SD5840,SD,SD5840_SD
O=C(O)c1ccc(N2CC(O)C2)cc1,SD5886,SD,SD5886_SD
O=C(O)c1c(F)cc(C(F)(F)F)cc1F,SD5899,SD,SD5899_SD
O=C(O)c1ccc2ccccc2c1O,SE0010,SD,SE0010_SD
O=C(O)c1cccc2ccccc12,SE0011,SD,SE0011_SD
O=C(O)c1ccc(F)c2ccccc12,SE0012,SD,SE0012_SD
O=C(O)c1ccc2ccccc2c1,SE0013,SD,SE0013_SD
O=C(O)c1ccc2[nH]ccc2c1,SE0014,SD,SE0014_SD
O=C(O)c1ccc2c(c1)OCO2,SE0015,SD,SE0015_SD
O=C(O)c1cccc2[nH]ccc12,SE0016,SD,SE0016_SD
O=C(O)c1ccc2c(c1)OCCO2,SE0018,SD,SE0018_SD
O=C(O)c1cccc2c1OCC2,SE0019,SD,SE0019_SD
O=C(O)c1cccc2ncccc12,SE0021,SD,SE0021_SD
O=C(O)c1ccc2ncccc2c1,SE0022,SD,SE0022_SD
O=C(O)c1cccc2cccnc12,SE0023,SD,SE0023_SD
O=C(O)c1ccc2cc[nH]c2c1,SE0025,SD,SE0025_SD
Cn1ccc2cc(C(=O)O)ccc21,SE0032,SD,SE0032_SD
Cc1ccc(C(=O)O)c2ccccc12,SE0042,SD,SE0042_SD
O=C(O)c1ccc2cccnc2c1O,SE0043,SD,SE0043_SD
O=C(O)c1cccc2nc[nH]c12,SE0045,SD,SE0045_SD
O=C(O)c1ccc2n[nH]cc2c1,SE0046,SD,SE0046_SD
O=C(O)c1ccc2c[nH]nc2c1,SE0047,SD,SE0047_SD
O=C(O)c1ccc2ocnc2c1,SE0049,SD,SE0049_SD
O=C(O)c1ccc2nn[nH]c2c1,SE0050,SD,SE0050_SD
O=C(O)c1ccc2nonc2c1,SE0052,SD,SE0052_SD
O=C(O)c1cc2cccc(O)c2cc1O,SE0078,SD,SE0078_SD
O=C(O)c1cc(O)c2ccccc2c1O,SE0079,SD,SE0079_SD
CCOc1ccc2ccccc2c1C(=O)O,SE0086,SD,SE0086_SD
O=C(O)c1cc2cccnc2c2ncccc12,SE0087,SD,SE0087_SD
O=C(O)c1cc(Br)cc2cc[nH]c12,SE0089,SD,SE0089_SD
O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,SE0091,SD,SE0091_SD
Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O,SE0097,SD,SE0097_SD
O=C(O)c1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21,SE0101,SD,SE0101_SD
O=C(O)c1cccc2c1OCCO2,SE0104,SD,SE0104_SD
O=C(O)c1ccc2cccnc2c1,SE0111,SD,SE0111_SD
O=C(O)c1ccc2cnccc2c1,SE0116,SD,SE0116_SD
O=C(O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,SE0117,SD,SE0117_SD
O=C(O)c1cccc2n[nH]cc12,SE0124,SD,SE0124_SD
O=C(O)c1ccc2c(c1)CCC2,SE0132,SD,SE0132_SD
Cc1ccc2cc(C(=O)O)ccc2n1,SE0134,SD,SE0134_SD
O=C(O)c1cccc2c1OCO2,SE0136,SD,SE0136_SD
Cc1nc2cc(C(=O)O)ccc2s1,SE0142,SD,SE0142_SD
O=C(O)c1ccc2occc2c1,SE0143,SD,SE0143_SD
O=C(O)c1ccc2nccnc2c1,SE0150,SD,SE0150_SD
O=C(O)c1cc2cc[nH]c2cc1Cl,SE0158,SD,SE0158_SD
Cc1nc2cc(C(=O)O)ccc2o1,SE0159,SD,SE0159_SD
O=C(O)c1ccc2ncoc2c1,SE0161,SD,SE0161_SD
O=C(O)c1cccc2cc[nH]c12,SE0166,SD,SE0166_SD
O=C1Cc2cc(C(=O)O)ccc2N1,SE0210,SD,SE0210_SD
O=C(O)c1ccc(Br)c2ccccc12,SE0213,SD,SE0213_SD
O=C(O)c1ccc2cc(Br)ccc2c1,SE0216,SD,SE0216_SD
N=c1[nH]c2ccc(C(=O)O)cc2s1,SE0275,SD,SE0275_SD
O=C(O)c1cccc2c1OC(F)(F)O2,SE0279,SD,SE0279_SD
COc1ccc(C(=O)O)c2ccccc12,SE0287,SD,SE0287_SD
Cc1nc2ccc(C(=O)O)cc2[nH]1,SE0293,SD,SE0293_SD
O=C(O)c1ccc2c(c1)CCCC2,SE0316,SD,SE0316_SD
O=C(O)c1cccc2c1-c1ccccc1C2=O,SE0343,SD,SE0343_SD
O=C1CCc2cc(C(=O)O)ccc2N1,SE0369,SD,SE0369_SD
O=C(O)c1ccc2nc[nH]c2c1,SE0374,SD,SE0374_SD
O=C1COc2cc(C(=O)O)ccc2N1,SE0387,SD,SE0387_SD
Cn1cnc2cc(C(=O)O)ccc21,SE0402,SD,SE0402_SD
O=C(O)c1ccc2nc(O)oc2c1,SE0403,SD,SE0403_SD
O=C(O)c1cccc2nccnc12,SE0416,SD,SE0416_SD
O=C(O)c1ccc(Br)c2ncccc12,SE0417,SD,SE0417_SD
O=C1COc2ccc(C(=O)O)cc2N1,SE0425,SD,SE0425_SD
O=C(O)c1ccc2ncsc2c1,SE0431,SD,SE0431_SD
Cn1ccc2c(C(=O)O)cccc21,SE0435,SD,SE0435_SD
Cn1ccc2ccc(C(=O)O)cc21,SE0436,SD,SE0436_SD
COc1cccc2c(=O)c3cccc(C(=O)O)c3[nH]c12,SE0439,SD,SE0439_SD
Cn1cc2ccc(C(=O)O)cc2n1,SE0448,SD,SE0448_SD
Cn1cc2cccc(C(=O)O)c2n1,SE0461,SD,SE0461_SD
O=C(O)c1cc(Br)c2cn[nH]c2c1,SE0463,SD,SE0463_SD
O=C(O)c1cccc2cnccc12,SE0473,SD,SE0473_SD
O=C(O)c1cccc2c1CN(Cc1ccccc1)C2,SE0475,SD,SE0475_SD
O=C(O)c1ccc2c(Br)cccc2c1,SE0476,SD,SE0476_SD
O=C(O)c1ccc2scnc2c1,SE0486,SD,SE0486_SD
O=C(O)c1ccc2nc(Br)sc2c1,SE0492,SD,SE0492_SD
O=C(O)c1cc(Br)cc2[nH]ncc12,SE0494,SD,SE0494_SD
Cn1cnc2ccc(C(=O)O)cc21,SE0504,SD,SE0504_SD
O=C(O)c1ccc2nccc(Br)c2c1,SE0505,SD,SE0505_SD
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,SE0514,SD,SE0514_SD
O=C(O)c1cccc2cc(O)ccc12,SE0517,SD,SE0517_SD
O=C(O)c1cccc2nc(Cl)ccc12,SE0519,SD,SE0519_SD
Cc1nc2ccc(C(=O)O)cc2o1,SE0525,SD,SE0525_SD
O=C(O)c1cc2c(cc1[N+](=O)[O-])OCCO2,SE0527,SD,SE0527_SD
O=C(O)c1cc(Cl)cc2cccnc12,SE0530,SD,SE0530_SD
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,SE0539,SD,SE0539_SD
O=C(O)c1cc2ccccc2cc1O,SE0542,SD,SE0542_SD
O=C(O)c1ccc2c(c1)OC(F)(F)O2,SE0551,SD,SE0551_SD
O=C(O)c1ccc2nc(O)[nH]c2c1,SE0554,SD,SE0554_SD
O=C1Nc2ccc(C(=O)O)cc2C1=O,SE0561,SD,SE0561_SD
O=C1Nc2c(C(=O)O)cccc2C1=O,SE0563,SD,SE0563_SD
COc1ccc2cc(C(=O)O)ccc2c1,SE0567,SD,SE0567_SD
O=C1COc2c(cccc2C(=O)O)N1,SE0573,SD,SE0573_SD
O=C(O)c1cc(Br)cc2cn[nH]c12,SE0575,SD,SE0575_SD
O=C(O)c1cccc2c(Br)cccc12,SE0581,SD,SE0581_SD
Cc1c[nH]c2cc(C(=O)O)ccc12,SE0583,SD,SE0583_SD
O=C(O)c1cccc2cccc(Br)c12,SE0620,SD,SE0620_SD
O=C(O)c1ccc2[nH]nc(Br)c2c1,SE0621,SD,SE0621_SD
COc1cc2ccccc2cc1C(=O)O,SE0622,SD,SE0622_SD
O=C(O)c1ccc2[nH]nc(I)c2c1,SE0627,SD,SE0627_SD
O=C(O)c1cc(Br)c2cc[nH]c2c1,SE0640,SD,SE0640_SD
Cn1ncc2ccc(C(=O)O)cc21,SE0650,SD,SE0650_SD
O=C1Cc2c(cccc2C(=O)O)N1,SE0675,SD,SE0675_SD
O=C(O)c1ccc2c(Cl)ccnc2c1,SE0678,SD,SE0678_SD
O=C(O)c1ccc2nc(Cl)ccc2c1,SE0685,SD,SE0685_SD
O=C(O)c1cccc2sccc12,SE0689,SD,SE0689_SD
CCCc1nc2cc(C(=O)O)cc(C)c2[nH]1,SE0690,SD,SE0690_SD
CCc1ccc(C(=O)O)c2ccccc12,SE0691,SD,SE0691_SD
O=C(O)c1c2ccccc2cc2ccccc12,SE0695,SD,SE0695_SD
O=C(O)c1c(O)ccc2ccccc12,SE0696,SD,SE0696_SD
CCOc1ccc(C(=O)O)c2ccccc12,SE0698,SD,SE0698_SD
O=C(O)c1cc2cc(O)ccc2cc1O,SE0715,SD,SE0715_SD
O=C(O)c1cccc2ccncc12,SE0721,SD,SE0721_SD
Cc1cc(C(=O)O)cc2c[nH]nc12,SE0728,SD,SE0728_SD
CCOC(=O)c1cc2cc(C(=O)O)ccc2[nH]1,SE0739,SD,SE0739_SD
O=C(O)c1ccc2c(O)nc(O)nc2c1,SE0745,SD,SE0745_SD
COc1ccc2c(C(=O)O)cccc2c1,SE0775,SD,SE0775_SD
O=C(O)c1ccc2oc3ccccc3c2c1,SE0784,SD,SE0784_SD
O=C(O)c1ccc2ncc(Br)cc2c1,SE0788,SD,SE0788_SD
O=C(O)c1c(O)cc2ccccc2c1O,SE0796,SD,SE0796_SD
O=C(O)c1ccc(Br)c2cccnc12,SE0809,SD,SE0809_SD
O=C(O)c1cccc2c(Br)n[nH]c12,SE0815,SD,SE0815_SD
O=C(O)c1ccc2ccoc2c1,SE0817,SD,SE0817_SD
O=C(O)c1ccc2[nH]c3ccccc3c2c1,SE0819,SD,SE0819_SD
O=C(O)c1ccc(Cl)c2cc[nH]c12,SE0820,SD,SE0820_SD
Cc1cc2ccc(C(=O)O)cc2[nH]1,SE0827,SD,SE0827_SD
O=C(O)c1ccc(Cl)c2ccccc12,SE0831,SD,SE0831_SD
O=C(O)c1ccc(Cl)c2[nH]ccc12,SE0835,SD,SE0835_SD
N=c1[nH][nH]c2cc(C(=O)O)ccc12,SE0847,SD,SE0847_SD
O=C(O)c1cc(Br)cc2[nH]ccc12,SE0848,SD,SE0848_SD
O=C(O)c1ccc2c(Cl)cccc2c1,SE0851,SD,SE0851_SD
O=C(O)c1ccc2[nH]nc(O)c2c1,SE0852,SD,SE0852_SD
O=C(O)c1c(Br)ccc2cccnc12,SE0855,SD,SE0855_SD
O=C(O)c1cccc2ccc(Br)cc12,SE0858,SD,SE0858_SD
CC(=O)N1CCc2cc(C(=O)O)ccc21,SE0870,SD,SE0870_SD
O=C(O)c1cccc2c1CCC2,SE0876,SD,SE0876_SD
O=C(O)c1ccc2c(O)nnc(O)c2c1,SE0884,SD,SE0884_SD
O=C(O)c1cc(Br)cc2ccccc12,SE0895,SD,SE0895_SD
O=C(O)c1cccc2occc12,SE0905,SD,SE0905_SD
O=C(O)c1ccc2[nH]c(-c3ccncc3)nc2c1,SE0971,SD,SE0971_SD
O=C(O)c1ccc2ccncc2c1,SE0986,SD,SE0986_SD
O=C1Cc2cccc(C(=O)O)c2N1,SE0994,SD,SE0994_SD
O=C1Cc2ccc(C(=O)O)cc2N1,SE1016,SD,SE1016_SD
O=C(O)c1ccc2c(Br)c[nH]c2c1,SE1018,SD,SE1018_SD
CN1CCOc2cc(C(=O)O)ccc21,SE1019,SD,SE1019_SD
O=C(O)c1ccc2cc3ccccc3cc2c1,SE1020,SD,SE1020_SD
COc1ccc2cc(O)c(C(=O)O)cc2c1,SE1024,SD,SE1024_SD
COc1cc2[nH]ncc2cc1C(=O)O,SE1034,SD,SE1034_SD
O=C(O)c1ccc2ccccc2c1Br,SE1042,SD,SE1042_SD
O=C(O)c1ccc2nccc(Cl)c2c1,SE1045,SD,SE1045_SD
O=C(O)c1cccc2ccoc12,SE1046,SD,SE1046_SD
O=C(O)c1cc2cc(Br)ccc2cc1O,SE1050,SD,SE1050_SD
O=C(O)c1ccc2[nH]cc(Br)c2c1,SE1070,SD,SE1070_SD
O=C(O)c1ccc2c(C3CCCCC3)c[nH]c2c1,SE1078,SD,SE1078_SD
O=C(O)c1cccc2cc(Br)cnc12,SE1086,SD,SE1086_SD
O=C(O)c1cccc2ncc(Br)cc12,SE1087,SD,SE1087_SD
O=C(O)c1ccc2cc(Br)cnc2c1,SE1088,SD,SE1088_SD
O=C(O)c1cccc2c(Cl)ccnc12,SE1093,SD,SE1093_SD
COc1ccc2ccccc2c1C(=O)O,SE1114,SD,SE1114_SD
O=C(O)c1cc2ccccc2c(Br)c1O,SE1117,SD,SE1117_SD
O=C(O)c1cc(F)c2cc[nH]c2c1,SE1155,SD,SE1155_SD
O=C(O)c1c(F)ccc2[nH]ccc12,SE1157,SD,SE1157_SD
O=C(O)c1c(Br)ccc2c1OCO2,SE1162,SD,SE1162_SD
O=C(O)c1cccc2c1CCCO2,SE1179,SD,SE1179_SD
O=C(O)c1cccc2c(O)ncnc12,SE1185,SD,SE1185_SD
O=C(O)c1cccc2cc(CCO)ccc12,SE1189,SD,SE1189_SD
COC(=O)c1ccc2cc(C(=O)O)ccc2c1,SE1209,SD,SE1209_SD
Cn1nc(I)c2cc(C(=O)O)ccc21,SE1238,SD,SE1238_SD
COc1cc(C(=O)O)cc2n[nH]cc12,SE1261,SD,SE1261_SD
O=C(O)c1ccc(Br)c2cc[nH]c12,SE1262,SD,SE1262_SD
CC(C)n1ncc2c(C(=O)O)cc(Br)cc21,SE1268,SD,SE1268_SD
O=C(O)c1cccc2c(O)cccc12,SE1277,SD,SE1277_SD
O=C(O)c1cccc2c1sc1ccccc12,SE1321,SD,SE1321_SD
O=C(O)c1cc(F)c2cn[nH]c2c1,SE1382,SD,SE1382_SD
O=C(O)c1ccc2c(c1)NC(=O)c1ccccc1S2,SE1410,SD,SE1410_SD
O=C(O)c1ccc2cncc(Br)c2c1,SE1413,SD,SE1413_SD
O=C(O)c1ccc2ccc(Br)cc2c1,SE1429,SD,SE1429_SD
CC(=O)Oc1ccc2cc(C(=O)O)ccc2c1,SE1469,SD,SE1469_SD
O=C(O)c1cccc2c1oc1ccccc12,SE1474,SD,SE1474_SD
Cn1nnc2cc(C(=O)O)ccc21,SE1621,SD,SE1621_SD
O=C(O)c1ccc2sccc2c1,SE1663,SD,SE1663_SD
N#Cc1c[nH]c2ccc(C(=O)O)cc12,SE1728,SD,SE1728_SD
O=C(O)c1cc(Cl)c2cc[nH]c2c1,SE1729,SD,SE1729_SD
O=C(O)c1ccc2ccc(O)nc2c1,SE1837,SD,SE1837_SD
O=C(O)c1cc2[nH]ccc2cc1Cl,SE1948,SD,SE1948_SD
O=C(O)c1cccc2c(O)nccc12,SE2094,SD,SE2094_SD
Cc1[nH]c2c(C(=O)O)cccc2c1C,SE2240,SD,SE2240_SD
O=C(O)c1cc2c(cc1Br)OCO2,SE2248,SD,SE2248_SD
O=C1Cc2cc(C(=O)O)c(Cl)cc2N1,SE3675,SD,SE3675_SD
O=C(O)c1cc(F)cc2cccnc12,SE3924,SD,SE3924_SD
O=C(O)c1ccc2c(c1)C(=O)NCC2,SE3941,SD,SE3941_SD
CN(C)c1ccc2cc(C(=O)O)ccc2c1,SE4149,SD,SE4149_SD
Cc1cc(C(=O)O)c(C)cc1F,SD00057,SD,SD00057_SD
O=C(O)c1cc(F)c(F)cc1O,SD00058,SD,SD00058_SD
COc1c(C(=O)O)ccc2ccccc12,SD00059,SD,SD00059_SD
CCOc1cc(C)cc(C(=O)O)c1,SD00060,SD,SD00060_SD
O=C(O)c1ccc(Cl)c(Cl)c1Cl,SD00061,SD,SD00061_SD
O=C(O)c1c(Cl)ccc(Cl)c1F,SD00062,SD,SD00062_SD
COc1cccc(C(F)(F)F)c1C(=O)O,SD00063,SD,SD00063_SD
CCOc1ccc(C)cc1C(=O)O,SD00064,SD,SD00064_SD
Cc1ccc(Br)c(F)c1C(=O)O,SD00065,SD,SD00065_SD
O=C(O)c1cc(Cl)c(O)cc1F,SD00066,SD,SD00066_SD
O=C(O)c1cc(Cl)c(C(F)(F)F)cc1F,SD00067,SD,SD00067_SD
CCOc1cc(C(=O)O)ccc1Br,SD00068,SD,SD00068_SD
O=C(O)c1cc(F)cc(Cl)c1Cl,SD00069,SD,SD00069_SD
COc1ccc(C(C)C)cc1C(=O)O,SD00070,SD,SD00070_SD
Cc1ccc(OCc2ccccc2)cc1C(=O)O,SD00071,SD,SD00071_SD
Cc1cc(Cl)c(F)cc1C(=O)O,SD00072,SD,SD00072_SD
CCOc1cc(F)ccc1C(=O)O,SD00073,SD,SD00073_SD
O=C(O)c1cc(Cl)cc(Br)c1Cl,SD00074,SD,SD00074_SD
O=C(O)c1c(F)cc(Cl)cc1Br,SD00075,SD,SD00075_SD
O=C(O)c1cc(Br)c(F)c(F)c1F,SD00076,SD,SD00076_SD
COc1c(C)cccc1C(=O)O,SD00077,SD,SD00077_SD
O=C(O)c1cc(F)c(Cl)c(Br)c1,SD00078,SD,SD00078_SD
O=C(O)c1cc(F)cc(Br)c1Cl,SD00079,SD,SD00079_SD
Cc1cc(C(=O)Nc2cccc(C(=O)O)c2)c(C)o1,SD00080,SD,SD00080_SD
O=C(O)c1ccc(NC(=O)C(F)(F)F)cc1,SD00081,SD,SD00081_SD
COc1cc(C(=O)O)cc(Br)c1Cl,SD00083,SD,SD00083_SD
O=C(O)c1ccc2ccc(O)cc2c1,SD00086,SD,SD00086_SD
